INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202205,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,102.715,102.032,0.42,0.4,0.34
202205,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,105.807,105.255,0.84,0.64,0.68
202205,210111,WHITE SLICED LOAF BRANDED 750G,1,1,107.037,107.146,1.26,0.96,1.02
202205,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,106.315,106.115,0.84,0.76,0.68
202205,210114,CHILLED GARLIC BREAD,1,1,97.697,99.645,1.47,1.24,1.19
202205,210201,FLOUR-SELF-RAISING-1.5KG,1,1,110.556,112.033,0.42,0.2,0.34
202205,210204,DRY SPAGHETTI OR PASTA 500G,1,1,114.393,114.461,0.21,0.44,0.17
202205,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,102.162,102.815,0.48,0.32,0.36
202205,210212,BASMATI RICE 500G-1KG,1,1,103.572,103.308,0.42,0.44,0.34
202205,210213,BREAKFAST CEREAL 1,1,1,104.965,104.703,1.05,0.48,0.85
202205,210214,BREAKFAST CEREAL 2,1,1,108.364,107.049,1.89,0.84,1.53
202205,210215,CEREAL BAR,1,1,104.059,104.139,0.63,0.48,0.51
202205,210216,HOT OAT CEREAL,1,1,106.405,105.79,0.42,0.16,0.34
202205,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,99.867,98.927,0.21,0.08,0.17
202205,210218,"POPCORN, BAG, 10-30G",1,1,100.066,98.517,0.84,0.4,0.68
202205,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,104.891,106.605,0.21,0.12,0.17
202205,210221,COUSCOUS PLAIN/FLAVOURED,1,1,101.288,100.635,0.21,0.04,0.17
202205,210301,CREAM CRACKERS PACK 200G-300G,1,1,109.501,106.555,0.84,0.7,0.68
