INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202207,210102,LARGE LOAF-WHITE-UNSLICED-800G,1,1,106.874,106.142,0.42,0.4,0.34
202207,210106,SIX BREAD ROLLS-WHITE/BROWN,1,1,107.978,107.838,0.84,0.64,0.68
202207,210111,WHITE SLICED LOAF BRANDED 750G,1,1,111.838,112.564,1.26,0.96,1.02
202207,210113,WHOLEMEAL SLICED LOAF BRANDED,1,1,111.788,112.251,0.84,0.76,0.68
202207,210114,CHILLED GARLIC BREAD,1,1,100.141,101.288,1.47,1.24,1.19
202207,210201,FLOUR-SELF-RAISING-1.5KG,1,1,123.216,125.396,0.42,0.2,0.34
202207,210204,DRY SPAGHETTI OR PASTA 500G,1,1,120.341,121.712,0.21,0.44,0.17
202207,210211,CORN SNACK SINGLE PACK MAX 50G,1,1,101.642,100.496,0.48,0.32,0.36
202207,210212,BASMATI RICE 500G-1KG,1,1,107.003,107.404,0.42,0.44,0.34
202207,210213,BREAKFAST CEREAL 1,1,1,109.197,108.823,1.05,0.48,0.85
202207,210214,BREAKFAST CEREAL 2,1,1,105.854,104.935,1.89,0.84,1.53
202207,210215,CEREAL BAR,1,1,102.308,102.001,0.63,0.48,0.51
202207,210216,HOT OAT CEREAL,1,1,111.487,111.506,0.42,0.16,0.34
202207,210217,RICE MICRO POUCH/TRAY 220-280G,1,1,101.424,100.172,0.21,0.08,0.17
202207,210218,"POPCORN, BAG, 10-30G",1,1,101,99.024,0.84,0.4,0.68
202207,210219,BREAKFAST CEREAL GLUTEN FREE,1,1,108.538,110.253,0.21,0.12,0.17
202207,210221,COUSCOUS PLAIN/FLAVOURED,1,1,107.057,107.482,0.21,0.04,0.17
202207,210301,CREAM CRACKERS PACK 200G-300G,1,1,111.915,108.271,0.84,0.7,0.68
202207,210302,PLAIN BISCUITS-200-300G,1,1,116.384,116.297,1.47,1.33,1.19
202207,210320,WHOLE SPONGE CAKE NOT FROZEN,1,1,105.903,107.017,1.26,1.19,1.02
202207,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,1,120.197,121.123,1.89,1.82,1.53
202207,210323,BISCUITS HALF CHOC 260-400G,1,1,109.949,109.666,1.05,0.91,0.85
202207,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,1,105.585,109.746,1.05,1.05,0.85
