INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202210,210102,LGE LOAF-WHTE-UNSLED-750-800G,1,110.898,110.036,0.42,0.4,0.34
202210,210106,SIX BREAD ROLLS-WHITE/BROWN,1,108.25,108.011,0.84,0.64,0.68
202210,210111,WHITE SLICED LOAF BRANDED 750G,1,117.744,118.69,1.26,0.96,1.02
202210,210113,WHOLEMEAL SLICED LOAF BRANDED,1,117.936,118.534,0.84,0.76,0.68
202210,210114,CHILLED GARLIC BREAD,1,102.463,104.772,1.47,1.24,1.19
202210,210201,FLOUR-SELF-RAISING-1.5KG,1,123.642,126.188,0.42,0.2,0.34
202210,210204,DRY SPAGHETTI OR PASTA 500G,1,127.423,129.218,0.21,0.44,0.17
202210,210211,CORN SNACK SINGLE PACK MAX 50G,1,106.066,105.31,0.48,0.32,0.36
202210,210212,BASMATI RICE 500G-1KG,1,111.567,112.757,0.42,0.44,0.34
202210,210213,BREAKFAST CEREAL 1,1,109.742,109.444,1.05,0.48,0.85
202210,210214,BREAKFAST CEREAL 2,1,113.087,109.8,1.89,0.84,1.53
202210,210215,CEREAL BAR,1,101.567,101.507,0.63,0.48,0.51
202210,210216,HOT OAT CEREAL,1,110.115,110.73,0.42,0.16,0.34
202210,210217,RICE MICRO POUCH/TRAY 220-280G,1,99.809,97.676,0.21,0.08,0.17
202210,210218,"POPCORN, BAG, 10-30G",1,101.567,98.88,0.84,0.4,0.68
202210,210219,BREAKFAST CEREAL GLUTEN FREE,1,104.651,106.86,0.21,0.12,0.17
202210,210221,COUSCOUS PLAIN/FLAVOURED,1,115.69,117.906,0.21,0.04,0.17
202210,210301,CREAM CRACKERS PACK 200G-300G,1,120.17,114.713,0.84,0.7,0.68
202210,210302,PLAIN BISCUITS-200-300G,1,118.281,117.042,1.47,1.33,1.19
202210,210320,WHOLE SPONGE CAKE NOT FROZEN,1,111.445,112.78,1.26,1.19,1.02
202210,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,121.896,122.693,1.89,1.82,1.53
202210,210323,BISCUITS HALF CHOC 260-400G,1,110.107,109.592,1.05,0.91,0.85
202210,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,105.298,109.999,1.05,1.05,0.85
202210,210403,HOME KILLED BEEF-LEAN MINCE KG,1,109.468,108.863,0.6,1.04,0.48
202210,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,111.485,111.808,1.2,1.76,0.96
202210,210414,FROZEN BEEFBURGERS PACK OF 4,1,112.982,114.222,0.4,0.56,0.32
202210,210416,BEEF ROASTING JOINT PER KG,1,110.751,111.184,0.4,0.64,0.32
202210,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,109.78,109.383,0.8,0.45,0.64
202210,210507,HOME KILLED LAMB SHOULDER KG,1,110.485,110.537,1,0.55,0.8
202210,210703,HOME KILLED PORK-LOIN CHOPS KG,1,118.541,118.041,1,1,0.8
202210,210802,BACON-GAMMON-PER KG,1,105.572,105.661,0.4,0.19,0.32
