INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202212,210102,LGE LOAF-WHTE-UNSLED-750-800G,1,115.95100000000001,115.63600000000001,0.42,0.4,0.34
202212,210106,SIX BREAD ROLLS-WHITE/BROWN,1,110.913,111.163,0.84,0.64,0.68
202212,210111,WHITE SLICED LOAF BRANDED 750G,1,126.081,127.178,1.26,0.96,1.02
202212,210113,WHOLEMEAL SLICED LOAF BRANDED,1,128.076,129.268,0.84,0.76,0.68
202212,210114,CHILLED GARLIC BREAD,1,108.531,111.538,1.47,1.24,1.19
202212,210201,FLOUR-SELF-RAISING-1.5KG,1,125.118,127.137,0.42,0.2,0.34
202212,210204,DRY SPAGHETTI OR PASTA 500G,1,132.333,135.495,0.21,0.44,0.17
202212,210211,CORN SNACK SINGLE PACK MAX 50G,1,109.47200000000001,110.079,0.48,0.32,0.36
202212,210212,BASMATI RICE 500G-1KG,1,113.603,114.709,0.42,0.44,0.34
202212,210213,BREAKFAST CEREAL 1,1,109.265,109.01,1.05,0.48,0.85
202212,210214,BREAKFAST CEREAL 2,1,110.756,109.375,1.89,0.84,1.53
202212,210215,CEREAL BAR,1,105.249,104.801,0.63,0.48,0.51
202212,210216,HOT OAT CEREAL,1,123.04,121.01799999999999,0.42,0.16,0.34
202212,210217,RICE MICRO POUCH/TRAY 220-280G,1,102.118,99.43,0.21,0.08,0.17
202212,210218,"POPCORN, BAG, 10-30G",1,106.404,106.135,0.84,0.4,0.68
202212,210219,BREAKFAST CEREAL GLUTEN FREE,1,114.90899999999999,116.48299999999999,0.21,0.12,0.17
202212,210221,COUSCOUS PLAIN/FLAVOURED,1,118.948,121.874,0.21,0.04,0.17
202212,210301,CREAM CRACKERS PACK 200G-300G,1,109.632,111.527,0.84,0.7,0.68
202212,210302,PLAIN BISCUITS-200-300G,1,118.708,118.071,1.47,1.33,1.19
202212,210320,WHOLE SPONGE CAKE NOT FROZEN,1,109.22200000000001,110.829,1.26,1.19,1.02
202212,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,125.979,127.24600000000001,1.89,1.82,1.53
202212,210323,BISCUITS HALF CHOC 260-400G,1,107.27600000000001,108.195,1.05,0.91,0.85
202212,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,112.35,117.836,1.05,1.05,0.85
202212,210403,HOME KILLED BEEF-LEAN MINCE KG,1,111.29700000000001,110.62299999999999,0.6,1.04,0.48
202212,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,110.37899999999999,110.529,1.2,1.76,0.96
202212,210414,FROZEN BEEFBURGERS PACK OF 4,1,131.838,133.14600000000002,0.4,0.56,0.32
202212,210416,BEEF ROASTING JOINT PER KG,1,113.815,114.036,0.4,0.64,0.32
202212,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,108.225,108.06200000000001,0.8,0.45,0.64
202212,210507,HOME KILLED LAMB SHOULDER KG,1,110.985,110.926,1.0,0.55,0.8
202212,210703,HOME KILLED PORK-LOIN CHOPS KG,1,120.307,120.052,1.0,1.0,0.8
202212,210802,BACON-GAMMON-PER KG,1,110.09299999999999,110.073,0.4,0.19,0.32
202212,210808,BACON-BACK-PER KG,1,117.946,117.10799999999999,1.8,0.81,1.44
202212,210905,FRESH/CHILLED CHICKEN  PER KG,1,122.336,122.23100000000001,0.8,1.08,0.64
202212,210910,FRESH BONELESS CHICKEN BREAST,1,117.116,117.11399999999999,1.6,2.4,1.28
202212,210913,ROTISSERIE CHICKEN [WHOLE],1,121.616,122.149,0.2,0.16,0.16
202212,210914,FRESH TURKEY DICED/MIN PER KG,1,111.491,111.325,0.2,0.36,0.16
202212,211007,CANNED MEAT-STEWED STEAK,1,115.765,114.984,0.2,0.14,0.16
202212,211011,INDIVIDUAL MEAT PIE,1,124.02,123.87799999999999,0.8,0.98,0.64
202212,211014,SAUSAGES-PORK-PER KG,1,115.436,114.675,2.0,0.98,1.6
202212,211019,FROZ CHICKEN NUGGETS 220-600G,1,125.851,126.8,0.6,0.63,0.48
202212,211023,COOKED HAM PREPACKED SLICED,1,109.617,107.01899999999999,2.4,1.12,1.92
202212,211024,CONTINENTAL SLICED DELI MEAT,1,112.425,112.869,0.8,0.42,0.64
202212,211025,JOINT OV/READ GAM/POR 450-900G,1,108.818,108.432,0.2,0.21,0.16
202212,211026,CHICKEN KIEV 2 PACK 240-325G,1,126.118,126.352,0.6,0.63,0.48
202212,211027,H K LIVER PER KG STATE TYPE,1,140.981,137.80200000000002,0.2,0.07,0.16
202212,211029,COOKED MEAT TURKEY/CHICK SLICE,1,110.25399999999999,109.85,0.4,0.63,0.32
202212,211030,MEAT BASED SNACK PACK MAX 400G,1,114.986,114.93299999999999,0.6,0.84,0.48
202212,211031,COOKED HAM LOOSE PER 100G,1,109.75399999999999,109.76899999999999,0.8,0.35,0.64
202212,211101,FRESH WHITE FISH FILLETS KG,1,113.789,114.81299999999999,0.45,0.62,0.36
202212,211105,FRESH FISH-SALMON FILLETS-KG,1,120.964,120.84200000000001,0.7,0.96,0.56
202212,211106,FROZEN PRAWNS PER KG,1,111.04899999999999,110.884,1.25,0.42,1.0
202212,211207,"CANNED FISH, TUNA, 130G-200G",1,113.596,111.946,1.2,0.9,0.96
202212,211210,FROZEN FISH FINGERS 8-12 PK,1,124.87799999999999,124.22399999999999,1.1,0.86,0.88
202212,211211,FROZEN BREAD/BAT FISH 400-550G,1,129.805,130.31799999999998,0.3,0.24,0.24
202212,211305,SPREADABLE BUTTER,1,131.22,131.037,0.48,0.52,0.48
202212,211306,BUTTER 250G SPEC COO,1,127.73899999999999,127.425,0.42,0.48,0.42
202212,211407,MARG/LOW FAT SPREAD 450-500G,1,120.80799999999999,121.435,1.2,1.08,1.2
202212,211408,OLIVE OIL - 500ML - 1 LITRE,1,131.963,136.151,0.69,0.72,0.69
202212,211409,"PEANUT BUTTER, JAR, 225-350G",1,109.38600000000001,110.583,0.21,0.2,0.21
202212,211501,CHEDDAR-HOME PRODUCED PER KG,1,135.175,137.42,1.68,2.0,1.4
202212,211506,"CHEESE SPREAD, 125g-200g TUB",1,133.754,134.548,0.6,0.72,0.5
202212,211509,HARD REGIONAL CHEESE PER KG,1,138.46,139.304,0.24,0.28,0.2
202212,211510,PARMESAN CHEESE-PER KG,1,109.745,110.274,0.36,0.48,0.3
202212,211511,SOFT CONTINENTAL CHEESE - KG,1,124.65100000000001,127.079,0.48,0.52,0.4
202212,211604,EGGS PER DOZEN OR 2 X 6 BOX,1,129.101,127.751,1.2,1.0,1.0
202212,211707,DELVD MILK SEMI-SKIMMED PER PT,1,128.32,128.32,0.12,0.12,0.1
