INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202405,210102,LGE LOAF-WHTE-UNSLED-750-800G,1,101.023,100.984,0.42100000000000004,0.27,0.34
202405,210106,SIX BREAD ROLLS-WHITE/BROWN,1,99.429,99.242,0.655,0.42,0.529
202405,210111,WHITE SLICED LOAF BRANDED 750G,1,99.566,99.51899999999999,1.0290000000000001,0.66,0.831
202405,210113,WHOLEMEAL SLICED LOAF BRANDED,1,99.90899999999999,99.82700000000001,0.7490000000000001,0.48,0.604
202405,210114,CHILLED GARLIC BREAD,1,101.094,101.07600000000001,1.31,0.84,1.057
202405,210115,WRAP / TORTILLA PACK 6-8,1,103.807,104.221,0.374,0.24,0.302
202405,210116,GLUTEN FREE BREAD LF 300-550G,1,99.68799999999999,99.7,0.14,0.09,0.113
202405,210201,FLOUR-SELF-RAISING-1.5KG,1,99.961,100.01700000000001,0.42,0.12,0.33899999999999997
202405,210204,DRY SPAGHETTI OR PASTA 500G,1,99.193,99.28399999999999,0.281,0.36,0.22699999999999998
202405,210211,CORN SNACK SINGLE PACK MAX 50G,1,100.815,100.65799999999999,0.838,0.48,0.6759999999999999
202405,210212,BASMATI RICE 500G-1KG,1,99.354,99.24700000000001,0.369,0.36,0.298
202405,210213,BREAKFAST CEREAL 1,1,102.46700000000001,100.822,1.056,0.3,0.852
202405,210214,BREAKFAST CEREAL 2,1,99.33200000000001,99.631,2.006,0.57,1.619
202405,210215,CEREAL BAR,1,100.16,100.251,0.41200000000000003,0.36,0.33299999999999996
202405,210216,HOT OAT CEREAL,1,97.141,96.306,0.42200000000000004,0.12,0.341
202405,210217,RICE MICRO POUCH/TRAY 220-280G,1,100.303,100.148,0.062,0.06,0.05
202405,210219,BREAKFAST CEREAL GLUTEN FREE,1,98.53,99.21700000000001,0.21100000000000002,0.06,0.17
202405,210221,COUSCOUS PLAIN/FLAVOURED,1,98.751,98.704,0.047,0.06,0.038
202405,210222,RICE CAKES PACK 100-180G,1,97.54899999999999,96.645,0.154,0.15,0.124
202405,210301,CREAM CRACKERS PACK 200G-300G,1,98.223,99.137,0.561,0.49,0.45299999999999996
202405,210302,PLAIN BISCUITS-200-300G,1,99.007,99.257,1.604,1.4,1.295
202405,210320,WHOLE SPONGE CAKE NOT FROZEN,1,98.94200000000001,98.803,1.2830000000000001,1.12,1.036
202405,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,96.669,97.736,2.406,2.1,1.942
202405,210323,BISCUITS HALF CHOC 260-400G,1,101.514,100.891,0.802,0.7,0.647
202405,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,103.385,103.0,1.3630000000000002,1.19,1.1
202405,210403,HOME KILLED BEEF-LEAN MINCE KG,1,100.083,99.96700000000001,0.78,0.9,0.63
202405,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,99.11200000000001,99.288,1.0659999999999998,1.23,0.861
202405,210414,FROZEN BEEFBURGERS PACK OF 4,1,99.085,99.095,0.41600000000000004,0.48,0.336
202405,210416,BEEF ROASTING JOINT PER KG,1,103.204,103.53200000000001,0.33799999999999997,0.39,0.273
202405,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,109.389,107.58200000000001,1.709,1.0,1.379
202405,210707,HOME KILLED PORK CHOP/STEAK,1,99.18,99.40899999999999,1.157,1.0,0.934
202405,210802,BACON-GAMMON-PER KG,1,100.56,100.383,0.402,0.18,0.324
202405,210808,BACON-BACK-PER KG,1,99.755,99.723,1.83,0.82,1.4769999999999999
202405,210905,FRESH/CHILLED CHICKEN  PER KG,1,100.29700000000001,100.088,0.782,1.12,0.631
202405,210910,FRESH BONELESS CHICKEN BREAST,1,97.38799999999999,97.749,1.787,2.56,1.443
202405,210914,FRESH TURKEY DICED/MIN PER KG,1,101.22399999999999,101.156,0.223,0.32,0.18
202405,211007,CANNED MEAT-STEWED STEAK,1,101.45,101.63,0.139,0.12,0.11199999999999999
202405,211011,INDIVIDUAL MEAT PIE,1,100.021,100.303,0.905,0.78,0.731
202405,211014,SAUSAGES-PORK-PER KG,1,99.47399999999999,99.06200000000001,1.875,0.84,1.5130000000000001
