INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT
202209,210102,LGE LOAF-WHTE-UNSLED-400-800G,1,108.521,107.983,0.42,0.4,0.34
202209,210106,SIX BREAD ROLLS-WHITE/BROWN,1,109.632,109.662,0.84,0.64,0.68
202209,210111,WHITE SLICED LOAF BRANDED 750G,1,116.058,117.04,1.26,0.96,1.02
202209,210113,WHOLEMEAL SLICED LOAF BRANDED,1,116.75,117.194,0.84,0.76,0.68
202209,210114,CHILLED GARLIC BREAD,1,105.398,106.364,1.47,1.24,1.19
202209,210201,FLOUR-SELF-RAISING-1.5KG,1,124.626,127.197,0.42,0.2,0.34
202209,210204,DRY SPAGHETTI OR PASTA 500G,1,121.281,123.828,0.21,0.44,0.17
202209,210211,CORN SNACK SINGLE PACK MAX 50G,1,105.778,107.268,0.48,0.32,0.36
202209,210212,BASMATI RICE 500G-1KG,1,107.621,108.48,0.42,0.44,0.34
202209,210213,BREAKFAST CEREAL 1,1,106.943,106.992,1.05,0.48,0.85
202209,210214,BREAKFAST CEREAL 2,1,104.493,103.937,1.89,0.84,1.53
202209,210215,CEREAL BAR,1,97.655,97.4,0.63,0.48,0.51
202209,210216,HOT OAT CEREAL,1,113.381,113.722,0.42,0.16,0.34
202209,210217,RICE MICRO POUCH/TRAY 220-280G,1,102.336,99.805,0.21,0.08,0.17
202209,210218,"POPCORN, BAG, 10-30G",1,105.088,103.259,0.84,0.4,0.68
202209,210219,BREAKFAST CEREAL GLUTEN FREE,1,107.728,109.564,0.21,0.12,0.17
202209,210221,COUSCOUS PLAIN/FLAVOURED,1,108.022,108.576,0.21,0.04,0.17
202209,210301,CREAM CRACKERS PACK 200G-300G,1,119.792,114.329,0.84,0.7,0.68
202209,210302,PLAIN BISCUITS-200-300G,1,118.722,117.583,1.47,1.33,1.19
202209,210320,WHOLE SPONGE CAKE NOT FROZEN,1,104.815,107.163,1.26,1.19,1.02
202209,210321,PACK OF 5-6 INDIVIDUAL CAKES,1,120.93,122.647,1.89,1.82,1.53
202209,210323,BISCUITS HALF CHOC 260-400G,1,114.807,114.253,1.05,0.91,0.85
202209,210324,CRUMPETS PACK 6-9 SPEC NUMBER,1,108.716,114.001,1.05,1.05,0.85
202209,210403,HOME KILLED BEEF-LEAN MINCE KG,1,108.223,107.929,0.6,1.04,0.48
202209,210406,HOME KLD BEEF-RUMP/POPES STEAK,1,109.16,109.502,1.2,1.76,0.96
202209,210414,FROZEN BEEFBURGERS PACK OF 4,1,114.393,115.612,0.4,0.56,0.32
202209,210416,BEEF ROASTING JOINT PER KG,1,108.886,109.271,0.4,0.64,0.32
202209,210506,HK LAMB LOIN CHOP/STEAK PER KG,1,109.022,108.661,0.8,0.45,0.64
202209,210507,HOME KILLED LAMB SHOULDER KG,1,108.75,108.773,1,0.55,0.8
202209,210703,HOME KILLED PORK-LOIN CHOPS KG,1,115.962,115.331,1,1,0.8
202209,210802,BACON-GAMMON-PER KG,1,104.355,104.128,0.4,0.19,0.32
202209,210808,BACON-BACK-PER KG,1,116.945,116.642,1.8,0.81,1.44
202209,210905,FRESH/CHILLED CHICKEN  PER KG,1,115.749,115.38,0.8,1.08,0.64
202209,210910,FRESH BONELESS CHICKEN BREAST,1,114.124,113.879,1.6,2.4,1.28
202209,210913,ROTISSERIE CHICKEN [WHOLE],1,114.609,115.231,0.2,0.16,0.16
202209,210914,FRESH TURKEY DICED/MIN PER KG,1,105.212,104.956,0.2,0.36,0.16
202209,211007,CANNED MEAT-STEWED STEAK,1,106.599,106.75,0.2,0.14,0.16
202209,211011,INDIVIDUAL MEAT PIE,1,116.795,116.888,0.8,0.98,0.64
202209,211014,SAUSAGES-PORK-PER KG,1,110.683,110.082,2,0.98,1.6
202209,211019,FROZ CHICKEN NUGGETS 220-600G,1,111.128,113.767,0.6,0.63,0.48
202209,211023,COOKED HAM PREPACKED SLICED,1,108.015,105.506,2.4,1.12,1.92
202209,211024,CONTINENTAL SLICED DELI MEAT,1,110.611,111.174,0.8,0.42,0.64
202209,211025,JOINT OV/READ GAM/POR 450-900G,1,103.59,103.042,0.2,0.21,0.16
202209,211026,CHICKEN KIEV 2 PACK 240-325G,1,121.91,123.123,0.6,0.63,0.48
202209,211027,H K LIVER PER KG STATE TYPE,1,125.804,124.143,0.2,0.07,0.16
202209,211029,COOKED MEAT TURKEY/CHICK SLICE,1,109.95,109.74,0.4,0.63,0.32
